DATA;HORA;PREC;P_EST;TBS;TBU;ES_TS;ES_TU;E;URA;DELTA_E;TPO;UA;US;R;Q
04/03/2020;0;0;938.2;19.8;17.1;23.094;19.5;17.31263072;74.967;5.781;13.8634981;12.80708953;17.08372903;0.0117;0.0116
04/03/2020;12;0;938.8;20.4;18;23.967;20.639;18.69500174;78.003;5.272;14.88572339;13.80142255;17.69338761;0.0126;0.0125
04/03/2020;18;0;937.5;25.6;18.2;32.826;20.9;14.90596716;45.409;17.92;11.87180908;10.81256694;23.81131535;0.01;0.0099
05/03/2020;0;0;938.6;19.7;16.5;22.951;18.771;16.17901172;70.494;6.772;12.96234273;11.97257922;16.98390226;0.0109;0.0108
05/03/2020;12;0;940.3;19;16.8;21.973;19.132;17.35028303;78.962;4.623;13.89240688;12.87010721;16.29910301;0.0117;0.0116
05/03/2020;18;0;938.4;27;18.6;35.651;21.431;14.62657613;41.027;21.025;11.62002537;10.56038797;25.74014727;0.0098;0.0098
06/03/2020;0;0;939;20.2;16.3;23.673;18.533;15.37449768;64.946;8.298;12.28363443;11.35783151;17.48811616;0.0104;0.0102
06/03/2020;12;0;940.3;19.4;16.2;22.527;18.416;15.82373128;70.243;6.704;12.66687844;11.7216833;16.68743617;0.0106;0.0105
06/03/2020;18;0;937.1;28.6;18.4;39.138;21.164;12.90181631;32.965;26.236;9.950395945;9.265694338;28.10738157;0.0087;0.0086
07/03/2020;0;0;937.2;21.7;16.2;25.958;18.416;13.96073128;53.781;11.998;11.00004003;10.26092432;19.07900506;0.0094;0.0093
07/03/2020;12;0;937.6;18;15.9;20.639;18.066;16.36535719;79.293;4.274;13.11473074;12.18122463;15.36222604;0.011;0.0109
07/03/2020;18;0;935.6;25.9;19.6;33.414;22.809;17.70599305;52.989;15.708;14.16245944;12.83077315;24.21382953;0.012;0.0119
08/03/2020;0;0;934.6;21.8;17.8;26.117;20.381;17.14089328;65.63;8.976;13.73083871;12.59402132;19.18936005;0.0116;0.0115
08/03/2020;12;0;937.8;19.9;16.2;23.237;18.416;15.41873128;66.353;7.819;12.32186409;11.40217547;17.18406168;0.0104;0.0103
08/03/2020;18;0;935.9;30.2;20;42.917;23.382;15.11970075;35.23;27.797;12.06125729;10.80121103;30.65894848;0.0102;0.0101
09/03/2020;0;0;937.1;23.5;17.8;28.954;20.381;15.76389328;54.445;13.19;12.61646299;11.51588292;21.15134542;0.0106;0.0105
09/03/2020;12;0;939.9;21;18;24.869;20.639;18.20900174;73.22;6.66;14.53522102;13.41520332;18.32172025;0.0123;0.0121
09/03/2020;18;0;938.4;31.4;20.8;45.956;24.565;15.97895207;34.77;29.977;12.7967735;11.37004277;32.70054278;0.0108;0.0107
10/03/2020;0;0;938.8;25;18.5;31.676;21.297;16.03183069;50.612;15.644;12.8407365;11.6526662;23.02351158;0.0108;0.0107
10/03/2020;12;0;940.6;22.4;18.2;27.089;20.9;17.49796716;64.593;9.591;14.00519375;12.83026299;19.86311053;0.0118;0.0117
10/03/2020;18;0;937.9;32.5;20.2;48.904;23.673;13.7097408;28.034;35.194;10.75862981;9.720228667;34.67314724;0.0092;0.0091
11/03/2020;0;0;938.4;25.1;19.5;31.865;22.668;18.13174791;56.902;13.733;14.47864533;13.17456088;23.15323411;0.0123;0.0121
11/03/2020;12;0;939.8;22.2;17.2;26.762;19.623;15.57344517;58.193;11.188;12.45472093;11.42685713;19.63629847;0.0105;0.0104
11/03/2020;18;0;935.5;32.2;20.8;48.084;24.565;15.33095207;31.884;32.753;12.24589179;10.88035458;34.12532903;0.0104;0.0103
12/03/2020;0;0;936.8;24.8;19.7;31.301;22.951;18.82000735;60.127;12.481;14.9744041;13.68842711;22.76594024;0.0128;0.0126
12/03/2020;12;0;939.1;22;18.8;26.438;21.7;19.1082738;72.276;7.33;15.17667917;14.03000713;19.41172104;0.0129;0.0128
12/03/2020;18;0;936.6;26.2;21.2;34.012;25.176;21.12596169;62.114;12.886;16.51243096;15.29372761;24.62217659;0.0144;0.0142
13/03/2020;0;0;938;26.2;19;34.012;21.973;16.14093665;47.457;17.871;12.93099015;11.68491604;24.62217659;0.0109;0.0108
13/03/2020;12;0;939.6;23.6;19;29.129;21.973;18.24693665;62.643;10.882;14.56291428;13.32530843;21.27194419;0.0123;0.0122
13/03/2020;18;0;937.6;34.4;22.2;54.385;26.762;16.87993586;31.038;37.505;13.52669484;11.89393008;38.32042849;0.0114;0.0113
14/03/2020;0;0;938.8;27.5;19.6;36.71;22.809;16.40999305;44.701;20.3;13.15097506;11.82830115;26.46078551;0.0111;0.0109
14/03/2020;12;0;941.8;25;18.6;31.676;21.431;16.24657613;51.29;15.429;13.01779686;11.80875299;23.02351158;0.0109;0.0108
14/03/2020;18;0;937.6;34.4;21.6;54.385;25.8;15.43221032;28.376;38.952;12.33349178;10.8738346;38.32042849;0.0104;0.0103
15/03/2020;0;0;937.2;27.8;19.8;37.359;23.094;16.61379437;44.471;20.745;13.31521875;11.96325751;26.90142655;0.0112;0.0111
15/03/2020;12;0;938;25.7;19.5;33.021;22.668;17.64574791;53.438;15.375;14.11710553;12.79567793;23.94484289;0.0119;0.0118
15/03/2020;18;0;935.2;31.3;21.3;45.696;25.331;17.23077331;37.708;28.465;13.80043189;12.26482254;32.52607814;0.0117;0.0115
16/03/2020;0;0.1;937.5;21.8;19.4;26.117;22.527;20.58326841;78.811;5.534;16.16613307;15.12325623;19.18936005;0.014;0.0138
16/03/2020;12;0;936.8;20.8;19.6;24.565;22.809;21.83699305;88.895;2.728;16.95292226;16.0990221;18.11017229;0.0148;0.0146
16/03/2020;18;0;935.6;26;21.8;33.612;26.117;22.71537462;67.58;10.897;17.47769562;16.45535165;24.34929371;0.0155;0.0152
17/03/2020;0;0;937.1;19.9;18.5;23.237;21.297;20.16283069;86.769;3.075;15.89151183;14.91044428;17.18406168;0.0137;0.0135
17/03/2020;12;0;937.5;22.2;20;26.762;23.382;21.59970075;80.711;5.162;16.80753235;15.84856092;19.63629847;0.0147;0.0145
17/03/2020;18;0;933.6;31.9;22.3;47.276;26.925;19.14923045;40.505;28.127;15.20517039;13.60355302;33.58493285;0.013;0.0129
18/03/2020;0;0;936.6;24.7;21.1;31.114;25.022;22.10597749;71.048;9.008;17.11583169;16.08382507;22.63808648;0.015;0.0148
18/03/2020;12;5.4;938.4;21;20.2;24.869;23.673;23.0247408;92.585;1.844;17.65770091;16.96312537;18.32172025;0.0156;0.0154
18/03/2020;18;6.8;934.6;23.4;20.8;28.78;24.565;22.45895207;78.037;6.321;17.32662769;16.41231113;21.03133559;0.0153;0.0151
19/03/2020;0;4;934.7;20.4;19.8;23.967;23.094;22.60779437;94.329;1.359;17.41452484;16.6900077;17.69338761;0.0154;0.0152
19/03/2020;12;0.5;934.7;21.4;20.6;25.486;24.264;23.61633734;92.662;1.87;17.99528611;17.37533515;18.75121511;0.0161;0.0159
19/03/2020;18;0;931.5;28.2;20.8;38.239;24.565;18.57095207;48.565;19.668;14.79713271;13.35480816;27.4987329;0.0127;0.0125
20/03/2020;0;0;933.1;21.9;17.3;26.277;19.748;16.02194761;60.973;10.255;12.83253078;11.76790048;19.30026463;0.0109;0.0107
20/03/2020;12;0;934.7;17.2;14.4;19.623;16.405;14.13719017;72.042;5.486;11.16717916;10.55174153;14.64658244;0.0096;0.0095
20/03/2020;18;0;933;24.9;17.2;31.488;19.623;13.38644517;42.513;18.101;10.44107745;9.733145433;22.89441445;0.0091;0.009
21/03/2020;0;0;934.7;17.8;14;20.381;15.986;12.90750374;63.331;7.473;9.956260603;9.614048521;15.18054156;0.0087;0.0086
21/03/2020;12;0;936.6;18.3;15.5;21.032;17.61;15.34156841;72.946;5.69;12.25510324;11.40742779;15.63827432;0.0104;0.0103
21/03/2020;18;0;934.4;27.9;18.7;37.577;21.565;14.11305603;37.557;23.464;11.14444323;10.15914901;27.04969934;0.0095;0.0094
22/03/2020;0;0;936.8;20.6;16;24.264;18.182;14.45616414;59.578;9.808;11.46407985;10.66486768;17.90073388;0.0097;0.0097
22/03/2020;12;0;940.3;19.9;16.8;23.237;19.132;16.62128303;71.528;6.616;13.32121543;12.29146434;17.18406168;0.0112;0.0111
22/03/2020;18;0;938.3;30.5;19.8;43.66;23.094;14.42679437;33.044;29.233;11.43701772;10.29602524;31.15882061;0.0097;0.0096
23/03/2020;0;0;939.8;22.8;17;27.755;19.377;14.67850102;52.886;13.076;11.66718128;10.7483547;20.32351196;0.0099;0.0098
23/03/2020;12;0;942.3;20.1;16.4;23.527;18.652;15.65492345;66.541;7.872;12.52415883;11.56894036;17.38625311;0.0105;0.0104
23/03/2020;18;0;939.9;30.5;19.6;43.66;22.809;13.97999305;32.02;29.68;11.01838689;9.977154841;31.15882061;0.0094;0.0093
24/03/2020;0;0;939.8;22.2;16.4;26.762;18.652;13.95392345;52.141;12.808;10.99354951;10.23854952;19.63629847;0.0094;0.0093
24/03/2020;12;0;942.3;19.4;15.6;22.527;17.723;14.64480587;65.009;7.882;11.63659986;10.84837535;16.68743617;0.0098;0.0097
24/03/2020;18;0;938.4;29.1;17.8;40.286;20.381;11.22789328;27.87;29.058;8.101192953;8.050187637;28.88441074;0.0075;0.0075
25/03/2020;0;0;939.2;22.3;16;26.925;18.182;13.07916414;48.576;13.846;10.13206466;9.593453952;19.74942403;0.0088;0.0087
25/03/2020;12;0;940;18.8;15.6;21.7;17.723;15.13080587;69.726;6.569;12.07102726;11.23143438;16.10787973;0.0102;0.0101
25/03/2020;18;0;936.6;28;16.8;37.797;19.132;10.06028303;26.617;27.737;6.640030274;7.23939304;27.19867285;0.0068;0.0067
26/03/2020;0;0;937.8;21.4;15.2;25.486;17.274;12.25165244;48.071;13.235;9.262338396;9.013953525;18.75121511;0.0082;0.0082
26/03/2020;12;0;939.8;18.6;15.8;21.431;17.951;15.68319721;73.181;5.747;12.54817002;11.64945307;15.91859668;0.0106;0.0104
26/03/2020;18;0;936.4;28.8;18.4;39.594;21.164;12.73981631;32.177;26.854;9.782253179;9.143287649;28.41601417;0.0086;0.0085
27/03/2020;0;0;936.8;22.7;15.7;27.587;17.837;12.16668112;44.103;15.42;9.169727699;8.912083633;20.20755867;0.0082;0.0081
27/03/2020;12;0;938.3;20;16.2;23.382;18.416;15.33773128;65.597;8.044;12.25177463;11.33840476;17.28490233;0.0103;0.0102
27/03/2020;18;0;935.6;28.6;18;39.138;20.639;12.05300174;30.797;27.085;9.044811286;8.65610138;28.10738157;0.0081;0.0081
28/03/2020;0;0;936.7;21.2;14.2;25.176;16.194;10.5241543;41.802;14.652;7.239869786;7.748238684;18.53539531;0.0071;0.007
28/03/2020;12;0;939.4;19.5;16.5;22.668;18.771;16.34101172;72.089;6.327;13.09492054;12.10072868;16.78575794;0.011;0.0109
28/03/2020;18;0;937.6;26.2;19.3;34.012;22.388;16.79855103;49.39;17.213;13.46238243;12.16098313;24.62217659;0.0113;0.0112
29/03/2020;0;0;938.7;20.8;18.2;24.565;20.9;18.79396716;76.507;5.771;14.9559795;13.85559322;18.11017229;0.0127;0.0125
29/03/2020;12;1.7;940;20.1;18.9;23.527;21.836;20.86423286;88.683;2.663;16.34654395;15.41860402;17.38625311;0.0141;0.0139
29/03/2020;18;0.7;938.3;25.8;21.4;33.217;25.486;21.92241611;65.998;11.295;17.00487486;15.89155063;24.07901344;0.0149;0.0147
30/03/2020;0;0;939.8;22.4;19.8;27.089;23.094;20.98779437;77.476;6.102;16.42511654;15.38915457;19.86311053;0.0142;0.014
30/03/2020;12;0;940;21.6;19.2;25.8;22.249;20.30459227;78.699;5.496;15.98474229;14.92863098;18.9691974;0.0137;0.0135
30/03/2020;18;0;937.5;27.2;22.2;36.072;26.762;22.71193586;62.963;13.36;17.47568102;16.38709296;26.02635405;0.0154;0.0152
31/03/2020;0;0;938.4;21.9;20.2;26.277;23.673;22.2957408;84.848;3.981;17.229573;16.37591542;19.30026463;0.0151;0.0149
31/03/2020;12;0;938.7;23.2;20.6;28.434;24.264;22.15833734;77.928;6.276;17.14731265;16.20356471;20.79307326;0.015;0.0148
31/03/2020;18;0;935.5;30;22;42.428;26.438;19.95793955;47.04;22.47;15.75559891;14.26696273;30.32953095;0.0136;0.0134
01/04/2020;0;0;937.5;22.5;19.4;27.254;22.527;20.01626841;73.442;7.238;15.79443245;14.67182314;19.97736027;0.0136;0.0134
01/04/2020;12;0;937.8;22.2;19.4;26.762;22.527;20.25926841;75.702;6.503;15.95500573;14.86503231;19.63629847;0.0137;0.0135
01/04/2020;18;0;934.8;31.8;21.4;47.01;25.486;17.06241611;36.296;29.947;13.66977558;12.12506341;33.40643588;0.0116;0.0114
02/04/2020;0;0;936.8;24.2;19.9;30.198;23.237;19.75435764;65.417;10.443;15.6191654;14.39701839;22.00803831;0.0134;0.0132
02/04/2020;12;1.6;936.2;21;20.4;24.869;23.967;23.48094332;94.419;1.388;17.91877792;17.29922559;18.32172025;0.016;0.0157
02/04/2020;18;1.1;934.4;19.8;18.7;23.094;21.565;20.67405603;89.522;2.42;16.22469688;15.29371768;17.08372903;0.0141;0.0139
03/04/2020;0;0.1;935.6;18.3;13.8;21.032;15.779;12.13421553;57.695;8.897;9.134172403;9.022557789;15.63827432;0.0082;0.0081
03/04/2020;12;0;936.7;11.4;9.8;13.48;12.116;10.81972628;80.266;2.66;7.608440412;8.240340061;10.26633862;0.0073;0.0072
03/04/2020;18;0;936.3;17;13.2;19.377;15.174;12.09629802;62.428;7.28;9.092525699;9.034683279;14.4722418;0.0081;0.0081
04/04/2020;0;0;936.6;13.7;11.7;15.677;13.75;12.13018898;77.376;3.547;9.129756016;9.164279498;11.8438347;0.0082;0.0081
04/04/2020;12;0;938.3;14.8;13.3;16.835;15.274;14.05868119;83.511;2.776;11.09307577;10.58064748;12.66975331;0.0095;0.0094
04/04/2020;18;0;935.1;24.2;16;30.198;18.182;11.54016414;38.216;18.657;8.466229018;8.410496474;22.00803831;0.0078;0.0077
05/04/2020;0;0;936.8;17.6;12.3;20.126;14.305;10.01208275;49.748;10.114;6.576122324;7.462550326;15.00071666;0.0067;0.0067
05/04/2020;12;0;937.4;15.3;12.5;17.385;14.494;12.2263675;70.327;5.159;9.234847508;9.18567881;13.06135919;0.0082;0.0082
05/04/2020;18;0;935;29.2;16.2;40.519;18.416;7.885731282;19.462;32.634;3.399291847;5.652049622;29.04200681;0.0053;0.0053
06/04/2020;0;0;936.3;21;14.4;24.869;16.405;11.05919017;44.47;13.81;7.899736483;8.147689085;18.32172025;0.0074;0.0074
06/04/2020;12;21.6;938.2;14.5;14.1;16.512;16.09;15.76553229;95.481;0.746;12.61784645;11.87761494;12.43970326;0.0106;0.0105
06/04/2020;18;10.2;935.9;17;16.4;19.377;18.652;18.16592345;93.752;1.211;14.50370295;13.56806558;14.4722418;0.0123;0.0122
07/04/2020;0;0.6;938.6;17.2;16.8;19.623;19.132;18.80828303;95.846;0.815;14.96611177;14.03816025;14.64658244;0.0127;0.0126
07/04/2020;12;0.4;941.9;12.2;12;14.211;14.025;13.8632257;97.551;0.348;10.90677573;10.52866299;10.79298135;0.0093;0.0092
07/04/2020;18;0;940.6;19.2;12.4;22.249;14.399;8.891452008;39.964;13.357;4.996576952;6.590994199;16.49228298;0.0059;0.0059
08/04/2020;0;0;942.2;12.8;8.5;14.782;11.098;7.615294103;51.516;7.167;2.93493366;5.771423033;11.20319042;0.0051;0.005
08/04/2020;12;0;943.1;11.6;8.8;13.66;11.326;9.058160029;66.314;4.601;5.243759035;6.89387724;10.3958631;0.006;0.006
08/04/2020;18;0;940.3;19;12;21.973;14.025;8.355225696;38.025;13.618;4.168852583;6.197746184;16.29910301;0.0056;0.0055
09/04/2020;0;0;941.9;12;8.7;14.025;11.25;8.576751541;61.152;5.448;4.517065257;6.518331171;10.65917153;0.0057;0.0057
09/04/2020;12;0;941;11.7;9.6;13.75;11.954;10.25304998;74.567;3.497;6.892591969;7.800529068;10.46115536;0.0069;0.0068
09/04/2020;18;0;939.5;19.3;13.2;22.388;15.174;10.23329802;45.71;12.154;6.866932429;7.583073386;16.58961188;0.0068;0.0068
10/04/2020;0;0;939.8;12.8;10.6;14.782;12.782;10.99982469;74.412;3.783;7.828113564;8.336466155;11.20319042;0.0074;0.0073
10/04/2020;12;0;940.4;13;11.4;14.977;13.48;12.18390168;81.349;2.793;9.188548624;9.227388472;11.34289752;0.0082;0.0081
10/04/2020;18;0;938.7;19;13.5;21.973;15.474;11.01916282;50.149;10.954;7.851486889;8.173803657;16.29910301;0.0074;0.0073
11/04/2020;0;0;939.8;14;11.4;15.986;13.48;11.37390168;71.151;4.612;8.273119918;8.583927188;12.06432094;0.0076;0.0076
11/04/2020;12;0;939.9;14.4;12;16.405;14.025;12.0812257;73.643;4.324;9.07593474;9.105057362;12.36382808;0.0081;0.008
11/04/2020;18;0;938;22.3;14.2;26.925;16.194;9.633154298;35.777;17.292;6.062721119;7.065835492;19.74942403;0.0065;0.0064
12/04/2020;0;0;939.6;15;11.8;17.053;13.841;11.24933668;65.968;5.804;8.126582449;8.460438631;12.82515828;0.0075;0.0075
12/04/2020;12;0;940.6;14.9;12.9;16.943;14.88;13.25954585;78.258;3.684;10.31433158;9.97574724;12.74725077;0.0089;0.0088
12/04/2020;18;0;937.9;25.7;15.6;33.021;17.723;9.541805868;28.896;23.479;5.935934632;6.919166893;23.94484289;0.0064;0.0064
13/04/2020;0;0;938;17.4;12.6;19.873;14.59;10.70183193;53.851;9.171;7.462650752;7.982151499;14.82273553;0.0072;0.0071
13/04/2020;12;0;938.7;16.6;14.2;18.891;16.194;14.2501543;75.434;4.641;11.2730853;10.65809192;14.1289359;0.0096;0.0095
13/04/2020;18;0;935.4;27.4;18;36.496;20.639;13.02500174;35.688;23.471;10.07684525;9.391529216;26.31528864;0.0088;0.0087
14/04/2020;0;0;933.8;19.8;16.4;23.094;18.652;15.89792345;68.841;7.196;12.72912367;11.76055403;17.08372903;0.0108;0.0107
14/04/2020;12;5;933.8;13.8;12.6;15.779;14.59;13.61783193;86.302;2.161;10.66912196;10.28459692;11.91693893;0.0092;0.0091
14/04/2020;18;0;932.7;17.5;12;19.999;14.025;9.570225696;47.853;10.429;5.975509363;7.1356657;14.91149661;0.0064;0.0064
15/04/2020;0;0;935.8;10;9;12.279;11.48;10.67034813;86.897;1.609;7.423445728;8.166775279;9.398237574;0.0072;0.0071
15/04/2020;12;0;937.8;9.7;7.4;12.035;10.297;8.433920629;70.08;3.601;4.293597944;6.461928575;9.220746558;0.0056;0.0056
15/04/2020;18;0;936.7;18.6;10.8;21.431;12.953;6.635295884;30.962;14.795;1.101853174;4.92868686;15.91859668;0.0044;0.0044
16/04/2020;0;0;939.9;11.4;8;13.48;10.727;7.973474214;59.151;5.506;3.546536052;6.072624876;10.26633862;0.0053;0.0053
16/04/2020;12;0;943.4;11;8.6;13.127;11.174;9.229797;70.313;3.897;5.493541224;7.039345177;10.01148508;0.0061;0.0061
16/04/2020;18;0;943;19.2;12;22.249;14.025;8.193225696;36.826;14.055;3.908312469;6.073417816;16.49228298;0.0055;0.0054
17/04/2020;0;0;945.2;14.2;10.2;16.194;12.445;9.204857769;56.841;6.989;5.457537172;6.942103735;12.21327932;0.0061;0.0061
17/04/2020;12;0;946.4;13.8;12.2;15.779;14.211;12.91525706;81.85;2.864;9.964251366;9.753991212;11.91693893;0.0086;0.0085
17/04/2020;18;0;943.6;22;14.9;26.438;16.943;11.19236794;42.334;15.246;8.059023204;8.217853886;19.41172104;0.0075;0.0074
18/04/2020;0;0;945;15.4;13.7;17.497;15.677;14.29995018;81.728;3.197;11.3195036;10.73983776;13.140925;0.0096;0.0095
18/04/2020;12;0;945.9;14.8;12.9;16.835;14.88;13.34054585;79.245;3.494;10.39537286;10.04017453;12.66975331;0.0089;0.0088
18/04/2020;18;0;943.2;23.4;15.4;28.78;17.497;11.01696569;38.28;17.763;7.84883336;8.050859545;21.03133559;0.0074;0.0073
19/04/2020;0;0;944;16;12.6;18.182;14.59;11.83583193;65.096;6.346;8.802864677;8.870730779;13.62718599;0.0079;0.0078
19/04/2020;12;0;945;16;13.4;18.182;15.374;13.26763519;72.971;4.915;10.32244727;9.943840078;13.62718599;0.0089;0.0088
19/04/2020;18;0;941.8;24.3;16;30.379;18.182;11.45916414;37.721;18.92;8.372499857;8.348654397;22.13282669;0.0077;0.0076
20/04/2020;0;0;942;17.1;12.8;19.5;14.782;11.29941838;57.947;8.2;8.185692352;8.436587458;14.55918654;0.0076;0.0075
20/04/2020;12;0;942.7;15.7;13.9;17.837;15.882;14.42406577;80.867;3.413;11.43450071;10.82179649;13.38214455;0.0097;0.0096
20/04/2020;18;0;939.2;25.4;17.4;32.439;19.873;13.39314126;41.288;19.045;10.44773202;9.72169704;23.54617912;0.009;0.0089
21/04/2020;0;0;941.6;18.6;14.6;21.431;16.619;13.3786345;62.428;8.052;10.43331099;9.937627687;15.91859668;0.009;0.0089
21/04/2020;12;0;942;17.7;14.8;20.253;16.835;14.48551062;71.523;5.767;11.49106568;10.79312556;15.09039765;0.0097;0.0096
21/04/2020;18;0;939;26.5;18.1;34.619;20.769;13.96512566;40.34;20.654;11.00422791;10.09965348;25.03642582;0.0094;0.0093
22/04/2020;0;0;939.9;18.8;14.3;21.7;16.299;12.65437263;58.314;9.046;9.69270633;9.39320463;16.10787973;0.0085;0.0084
22/04/2020;12;0;940.7;17.6;14.4;20.126;16.405;13.81319017;68.635;6.312;10.85866165;10.29572261;15.00071666;0.0093;0.0092
22/04/2020;18;0;937.1;27.2;18.1;36.072;20.769;13.39812566;37.143;22.673;10.45268336;9.667002059;26.02635405;0.009;0.0089
23/04/2020;0;0;938.7;19.4;14.1;22.527;16.09;11.79653229;52.366;10.731;8.75860739;8.738470913;16.68743617;0.0079;0.0079
23/04/2020;12;0;940.5;17;14;19.377;15.986;13.55550374;69.958;5.821;10.60807763;10.124559;14.4722418;0.0091;0.009
23/04/2020;18;0;937.6;27;17.2;35.651;19.623;11.68544517;32.777;23.966;8.632704601;8.436891415;25.74014727;0.0078;0.0078
24/04/2020;0;0;938.4;20.2;13.9;23.673;15.882;10.77906577;45.534;12.894;7.558339344;7.962979692;17.48811616;0.0072;0.0072
24/04/2020;12;0;939.9;17;14;19.377;15.986;13.55550374;69.958;5.821;10.60807763;10.124559;14.4722418;0.0091;0.009
24/04/2020;18;0;937.5;26.4;15.4;34.415;17.497;8.586965693;24.951;25.828;4.532903031;6.212213658;24.89768265;0.0057;0.0057
25/04/2020;0;0;939.1;18.2;13.2;20.9;15.174;11.12429802;53.226;9.776;7.977846695;8.274460683;15.54578601;0.0075;0.0074
25/04/2020;12;0;941.5;16.8;15;19.132;17.053;15.59484204;81.511;3.537;12.472991;11.65577221;14.29969808;0.0105;0.0104
25/04/2020;18;0;939.5;30.6;18.4;43.91;21.164;11.28181631;25.693;32.628;8.164947072;8.048884757;31.32698848;0.0076;0.0075
26/04/2020;0;0;941;22.2;16;26.762;18.182;13.16016414;49.175;13.602;10.21422018;9.656136694;19.63629847;0.0088;0.0087
26/04/2020;12;0;943.5;21.7;15.8;25.958;17.951;13.17219721;50.744;12.786;10.22638176;9.68136381;19.07900506;0.0088;0.0087
26/04/2020;18;0;943.1;26.2;18.2;34.012;20.9;14.41996716;42.397;19.592;11.43071904;10.43905377;24.62217659;0.0097;0.0096
27/04/2020;0;0;944;18.3;16.2;21.032;18.416;16.71473128;79.475;4.317;13.39581935;12.42846137;15.63827432;0.0112;0.0111
27/04/2020;12;0;945.1;19.4;15.4;22.527;17.497;14.25696569;63.288;8.27;11.27944425;10.5610765;16.68743617;0.0095;0.0094
27/04/2020;18;0;942.6;25.8;18.4;33.217;21.164;15.16981631;45.669;18.047;12.10529083;10.99659375;24.07901344;0.0102;0.0101
28/04/2020;0;0;943;20.9;16.7;24.716;19.011;15.60918835;63.153;9.107;12.48522681;11.50374344;18.21568148;0.0105;0.0104
28/04/2020;12;0;941.8;20.2;16.6;23.673;18.891;15.97476564;67.482;7.698;12.79328671;11.80127639;17.48811616;0.0107;0.0106
28/04/2020;18;0;938;27.8;18;37.359;20.639;12.70100174;33.997;24.658;9.741649338;9.145734629;26.90142655;0.0085;0.0085
29/04/2020;0;0;940.2;20.7;15.4;24.414;17.497;13.20396569;54.083;11.21;10.2584362;9.737756109;18.00519048;0.0089;0.0088
29/04/2020;12;0;941.5;19.6;16;22.809;18.182;15.26616414;66.93;7.543;12.18953875;11.3009267;16.88457927;0.0103;0.0101
29/04/2020;18;0;938.8;26.8;19.4;35.235;22.527;16.53326841;46.923;18.702;13.25056484;11.94498311;25.45664712;0.0112;0.011
30/04/2020;0;0;940.2;21.1;17.8;25.022;20.381;17.70789328;70.769;7.314;14.16388746;13.04158342;18.4282908;0.0119;0.0118
30/04/2020;12;0;941.6;16.6;16.2;18.891;18.416;18.09173128;95.77;0.799;14.44924491;13.53131559;14.1289359;0.0122;0.012
30/04/2020;18;0;939.6;25.6;14;32.826;15.986;6.58950374;20.074;26.236;1.009700768;4.779928031;23.81131535;0.0044;0.0044
01/05/2020;0;0;941.6;19.3;11.2;22.388;13.302;6.74131407;30.112;15.646;1.312787116;4.995445185;16.58961188;0.0045;0.0045
01/05/2020;12;1;942;14;11.8;15.986;13.841;12.05933668;75.439;3.926;9.051803371;9.101227616;12.06432094;0.0081;0.008
01/05/2020;18;0;940.4;25;19.4;31.676;22.527;17.99126841;56.798;13.685;14.3751468;13.07687496;23.02351158;0.0121;0.012
02/05/2020;0;0;941.9;16;15;18.182;17.053;16.24284204;89.334;1.939;13.01473809;12.17370099;13.62718599;0.0109;0.0108
02/05/2020;12;0;942.2;13.9;10.5;15.882;12.697;9.942839758;62.604;5.939;6.483773659;7.506514784;11.99043376;0.0066;0.0066
02/05/2020;18;0;940.3;20.4;12.4;23.967;14.399;7.919452008;33.043;16.047;3.456072594;5.846466615;17.69338761;0.0053;0.0053
03/05/2020;0;0;941.4;12.8;9.3;14.782;11.715;8.880093084;60.072;5.902;4.979566529;6.729979573;11.20319042;0.0059;0.0059
03/05/2020;12;0;942;11.3;9.2;13.391;11.636;9.935379927;74.195;3.455;6.47378621;7.569480451;10.20210319;0.0066;0.0066
03/05/2020;18;0;939.4;22.6;13.1;27.42;15.075;7.380482915;26.916;20.04;2.518171406;5.408026385;20.09217555;0.0049;0.0049
04/05/2020;0;0;938.8;14.7;9.9;16.726;12.197;8.309283159;49.678;8.417;4.095481214;6.255789824;12.59266409;0.0056;0.0055
04/05/2020;12;0;938.3;13;11;14.977;13.127;11.5067856;76.829;3.47;8.427684983;8.714579586;11.34289752;0.0077;0.0077
04/05/2020;18;0;934.2;26;16;33.612;18.182;10.08216414;29.995;23.53;6.668941082;7.303668067;24.34929371;0.0068;0.0067
05/05/2020;0;0;935.4;18.1;13.8;20.769;15.779;12.29621553;59.204;8.473;9.310651518;9.14929675;15.45377059;0.0083;0.0082
05/05/2020;12;31.6;936.3;14.4;14;16.405;15.986;15.66150374;95.467;0.744;12.52975094;11.80334624;12.36382808;0.0106;0.0105
05/05/2020;18;1;934.4;17;15.6;19.377;17.723;16.58880587;85.613;2.788;13.29518919;12.3901219;14.4722418;0.0112;0.0111
06/05/2020;0;0.1;935.6;15.4;14.9;17.497;16.943;16.53836794;94.521;0.959;13.25466856;12.42097953;13.140925;0.0112;0.0111
06/05/2020;12;5.2;940.4;8.7;7.9;11.25;10.655;10.00663328;88.95;1.243;6.568877605;7.694131233;8.649968703;0.0067;0.0066
06/05/2020;18;0;940.7;13.2;9;15.174;11.48;8.078348125;53.237;7.096;3.720417148;6.11380225;11.48411234;0.0054;0.0054
07/05/2020;0;0;943.4;7.9;6.4;10.655;9.613;8.398078928;78.821;2.257;4.236927498;6.475699166;8.21571224;0.0056;0.0056
